I073638FXA3943AGL4447TAS4851NET5254ENL5555FLP 5658WSP5961WDI6262GND6363GEA

B1851405145436N00107937EA0055700557007,00557,014400000006,008
B1851415145415N00107939EA0055400554007,00554,014400010006,008
B1851425145395N00107941EA0055100551007,00551,014400020006,008
B1851435145374N00107943EA0054700547007,00547,014400020006,008
B1851445145354N00107945EA0054300543007,00543,014500030006,008
B1851455145334N00107947EA0054000540007,00540,014500030006,008
B1851465145313N00107949EA0053600536007,00536,014500030006,008
B1851475145293N00107951EA0053200532007,00532,014600040006,008
B1851485145272N00107954EA0052800528007,00528,014600040006,008
B1851495145251N00107956EA0052400524007,00524,014700040006,008
B1851505145230N00107958EA0052000520007,00520,014700030006,008
B1851515145210N00107960EA0051600516007,00516,014700010006,008
B1851525145189N00107962EA0051300513007,00513,014700000006,008
B1851535145168N00107965EA0050900509007,00509,0147-0010006,008
B1851545145147N00107967EA0050600506007,00506,0146-0010006,008
B1851555145126N00107969EA0050300503007,00503,014600010006,008
B1851565145106N00107971EA0050000500007,00500,014600020006,008
B1851575145085N00107973EA0049700497007,00497,014500030006,008
B1851585145064N00107976EA0049400494007,00494,014500030006,008
B1851595145044N00107978EA0049100491007,00491,014500040006,008
B1852005145024N00107980EA0048800488007,00488,014500030006,008
B1852015145003N00107982EA0048400484007,00484,014500030006,008
B1852025144983N00107984EA0048100481007,00481,014500010006,009
B1852035144962N00107987EA0047800478007,00478,0145-0010006,009
B1852045144942N00107989EA0047500475007,00475,0145-0040006,009
B1852055144922N00107991EA0047100471007,00471,0145-0070006,009
B1852065144901N00107993EA0046800468007,00468,0145-0090006,009
B1852075144881N00107995EA0046400464007,00464,0145-0110006,009
B1852085144861N00107997EA0046100461007,00461,0145-0120006,010
B1852095144841N00107999EA0045700457007,00457,0145-0130006,010
B1852105144820N00108001EA0045300453007,00453,0146-0130006,010
B1852115144800N00108003EA0045000450007,00450,0146-0110006,010
B1852125144780N00108005EA0044600446007,00446,0146-0090006,011
B1852135144760N00108007EA0044300443007,00443,0146-0070006,011
B1852145144740N00108009EA0044000440007,00440,0146-0070006,011
B1852155144719N00108011EA0043700437007,00437,0146-0080006,012
B1852165144699N00108013EA0043300433007,00433,0146-0090006,012
B1852175144679N00108015EA0043000430007,00430,0145-0100006,012
B1852185144659N00108016EA0042700427007,00427,0145-0100006,012
B1852195144639N00108018EA0042400424007,00424,0145-0110006,013
B1852205144620N00108020EA0042100421007,00421,0145-0120006,013
B1852215144600N00108021EA0041800418007,00418,0144-0120006,013
B1852225144580N00108023EA0041500415007,00415,0144-0120006,013
B1852235144561N00108024EA0041200412007,00412,0144-0120006,014
B1852245144541N00108025EA0040900409007,00409,0144-0120006,014
B1852255144522N00108027EA0040600406007,00406,0144-0110006,014
B1852265144502N00108028EA0040200402007,00402,0144-0110006,014
B1852275144483N00108029EA0039900399007,00399,0144-0090006,015
B1852285144463N00108031EA0039500395007,00395,0145-0070006,015
B1852295144444N00108032EA0039200392007,00392,0145-0060006,015
B1852305144424N00108033EA0038800388007,00388,0145-0030006,015
B1852315144405N00108035EA0038500385007,00385,0145-0010006,016
B1852325144386N00108036EA0038100381007,00381,014500000006,016
B1852335144366N00108037EA0037800378007,00378,014500010006,016
B1852345144347N00108038EA0037500375007,00375,014500020006,016
B1852355144327N00108040EA0037100371007,00371,014500020006,016
B1852365144308N00108041EA0036800368007,00368,014500020006,017
B1852375144289N00108042EA0036500365007,00365,014500020006,017
B1852385144270N00108044EA0036200362007,00362,014500020006,017
B1852395144251N00108045EA0035900359007,00359,014400020006,017
B1852405144232N00108046EA0035600356007,00356,014400020006,017
B1852415144213N00108048EA0035300353007,00353,014400020006,017
B1852425144194N00108049EA0035000350007,00350,014400020006,018
B1852435144175N00108051EA0034700347007,00347,014400020006,018
B1852445144156N00108052EA0034400344007,00344,014400020006,018
B1852455144137N00108053EA0034100341007,00341,014400020006,018
B1852465144118N00108055EA0033800338007,00338,014400020006,019
B1852475144100N00108056EA0033400334007,00334,014400020006,019
B1852485144081N00108057EA0033100331007,00331,014400010006,019
B1852495144062N00108059EA0032700327007,00327,014400020006,019
B1852505144043N00108060EA0032400324007,00324,014500010006,020
B1852515144025N00108062EA0032100321007,00321,014500010006,020
B1852525144006N00108063EA0031700317007,00317,014500020006,020
B1852535143988N00108064EA0031400314007,00314,014500010006,020
B1852545143969N00108066EA0031100311007,00311,014500020006,021
B1852555143950N00108067EA0030800308007,00308,014500020006,021
B1852565143932N00108069EA0030500305007,00305,014500010006,021
B1852575143913N00108070EA0030200302007,00302,014400010006,022
B1852585143895N00108071EA0029900299007,00299,014400010006,022
B1852595143877N00108073EA0029600296007,00296,014400020006,022
B1853005143858N00108074EA0029300293007,00293,014400010006,022
B1853015143840N00108076EA0029000290007,00290,014300020006,022
B1853025143822N00108077EA0028700287007,00287,014300010006,023
B1853035143804N00108078EA0028400284007,00284,014300010006,023
B1853045143786N00108080EA0028100281007,00281,014300010006,023
B1853055143768N00108081EA0027800278007,00278,014300010006,023
B1853065143750N00108082EA0027400274007,00274,014300020006,023
B1853075143732N00108084EA0027100271007,00271,014300010006,023
B1853085143714N00108085EA0026700267007,00267,014400010006,024
B1853095143696N00108087EA0026400264007,00264,014400010006,024
B1853105143678N00108088EA0026000260007,00260,014400020006,024
B1853115143660N00108089EA0025700257007,00257,014400020006,024
B1853125143642N00108091EA0025300253007,00253,014400020006,024
B1853135143624N00108092EA0025000250007,00250,014400010006,024
B1853145143606N00108094EA0024700247007,00247,014400020006,024
B1853155143588N00108095EA0024300243007,00243,014400020006,025
B1853165143570N00108097EA0024000240007,00240,014400010006,025
B1853175143552N00108098EA0023700237007,00237,014400010006,025
B1853185143535N00108100EA0023400234007,00234,014400010006,025
B1853195143517N00108101EA0023100231007,00231,014400030006,025
B1853205143499N00108103EA0022800228007,00228,014300020006,025
B1853215143482N00108105EA0022500225007,00225,014300010006,025
B1853225143464N00108106EA0022100221007,00221,014300010006,025
B1853235143446N00108108EA0021800218007,00218,014300020006,026
B1853245143429N00108109EA0021500215007,00215,014300020006,026
B1853255143411N00108111EA0021200212007,00212,014300020006,026
B1853265143394N00108112EA0020800208007,00208,014300010006,026
B1853275143376N00108114EA0020500205007,00205,014400030006,027
B1853285143358N00108116EA0020200202007,00202,014400030006,027
B1853295143341N00108117EA0019800198007,00198,014500040006,028
B1853305143324N00108119EA0019500195007,00195,014500040006,028
B1853315143306N00108120EA0019200192007,00192,014500050006,029
B1853325143289N00108122EA0018900189007,00189,014500040006,029
B1853335143271N00108123EA0018700187007,00187,014400040006,030
B1853345143254N00108125EA0018400184007,00184,014400050006,030
B1853355143237N00108126EA0018200182007,00182,014300040006,031
B1853365143221N00108128EA0017900179007,00179,014300040006,031
B1853375143204N00108129EA0017700177007,00177,014200060006,031
B1853385143187N00108131EA0017400174007,00174,014200060006,031
B1853395143171N00108132EA0017200172007,00172,014100040006,031
B1853405143154N00108134EA0016900169007,00169,014100040006,032
B1853415143138N00108135EA0016600166007,00166,014100050006,032
B1853425143122N00108136EA0016200162007,00162,014100040006,032
B1853435143105N00108138EA0015900159007,00159,014200030006,032
B1853445143089N00108139EA0015500155007,00155,014200030006,032
B1853455143073N00108140EA0015200152007,00152,014300010006,033
B1853465143056N00108142EA0014800148007,00148,014300030006,033
B1853475143040N00108143EA0014400144007,00144,0143-0010006,033
B1853485143023N00108145EA0014000140007,00140,014400030006,033
B1853495143006N00108146EA0013600136007,00136,014400010006,033
B1853505142990N00108148EA0013300133007,00133,0144-0010006,033
B1853515142973N00108149EA0012900129007,00129,014400010006,033
B1853525142957N00108150EA0012600126007,00126,0144-0010006,033
B1853535142940N00108152EA0012300123007,00123,0144-0010006,033
B1853545142923N00108153EA0011900119007,00119,014300000006,033
B1853555142907N00108154EA0011600116007,00116,014300000006,033
B1853565142890N00108156EA0011300113007,00113,014300000006,033
B1853575142874N00108157EA0011000110007,00110,0142-0010006,033
B1853585142857N00108158EA0010700107007,00107,014200010006,033
B1853595142841N00108159EA0010400104007,00104,0142-0020006,032
B1854005142825N00108160EA0010000100007,00100,014100010006,032
B1854015142808N00108162EA0009700097007,00097,014100000006,032
B1854025142792N00108163EA0009300093007,00093,0141-0030006,032
B1854035142776N00108164EA0008900089007,00089,0142-0020006,032
B1854045142759N00108165EA0008600086007,00086,0142-0010006,032
B1854055142743N00108167EA0008200082007,00082,0142-0040006,031
B1854065142726N00108168EA0007700077007,00077,0143-0010006,031
B1854075142709N00108169EA0007300073007,00073,0143-0030006,031
B1854085142693N00108170EA0006900069007,00069,014300000006,031
B1854095142676N00108172EA0006500065007,00065,0144-0020006,031
B1854105142659N00108173EA0006200062007,00062,014400030006,031
B1854115142642N00108174EA0005800058007,00058,0144-0010006,031
B1854125142625N00108175EA0005400054007,00054,014300030006,030
B1854135142608N00108176EA0005100051007,00051,014300020006,030
B1854145142591N00108178EA0004800048007,00048,014300030006,030
B1854155142575N00108179EA0004400044007,00044,0143-0020006,030
B1854165142558N00108180EA0004100041007,00041,014200060006,030
B1854175142541N00108181EA0003800038007,00038,014200100006,029
B1854185142524N00108182EA0003500035007,00035,014100040006,029
B1854195142507N00108184EA0003100031007,00031,014100040006,029
B1854205142491N00108185EA0002800028007,00028,014100050006,029
B1854215142474N00108186EA0002400024007,00025,014100040006,028
B1854225142457N00108187EA0002100021007,00021,014100100006,028
B1854235142440N00108188EA0001700017007,00017,014100030006,027
B1854245142423N00108189EA0001300013007,00013,014100170006,027
B1854255142406N00108189EA0000900009007,00009,014100130006,026
B1854265142389N00108190EA0000400004007,00005,014100050006,025
B1854275142372N00108190EA0000000000007,00000,014100040006,025
